año,genres,horas
2016,Heist,13259.316666666666
2010,Heist,1552.5666666666666
2007,Heist,584.3833333333333
2010,Hex Grid,1353123.4833333334
2014,Hex Grid,49440.333333333336
2012,Hex Grid,9044.833333333334
2015,Hex Grid,7215.55
2008,Hex Grid,4109.216666666666
2013,Hex Grid,3238.8333333333335
2009,Hex Grid,1915.2166666666667
2017,Hex Grid,1513.5833333333333
2011,Hex Grid,1069.35
2016,Hex Grid,376.65
2012,Hidden Object,3483.8
2009,Hidden Object,2473.2833333333333
2011,Hidden Object,1104.5
2014,Hidden Object,971.7666666666667
2015,Hidden Object,641.0333333333333
2008,Hidden Object,565.4
2016,Hidden Object,444.96666666666664
2013,Hidden Object,356.1333333333333
2010,Hidden Object,194.58333333333331
2007,Hidden Object,113.33333333333333
1993,Hidden Object,26.166666666666668
2006,Hidden Object,3.933333333333333
2010,Historical,1353123.4833333334
2012,Historical,311055.8
2013,Historical,292714.8
2016,Historical,231840.55
2009,Historical,164133.28333333333
2011,Historical,152571.03333333333
2008,Historical,124493.63333333333
2006,Historical,83949.88333333333
2015,Historical,66600.76666666666
2014,Historical,66177.51666666666
2004,Historical,50131.7
2007,Historical,15527.133333333333
2003,Historical,12606.25
2005,Historical,12058.75
2001,Historical,8425.616666666667
2002,Historical,2935.55
2000,Historical,410.15
2017,Historical,349.81666666666666
1988,Historical,266.68333333333334
1997,Historical,90.8
1992,Historical,36.06666666666667
1999,Historical,19.433333333333334
2009,Horror,1686523.5999999999
2017,Horror,838899.6166666667
2013,Horror,600538.9666666667
2014,Horror,425255.8
2008,Horror,216634.36666666667
2004,Horror,178657.8
2015,Horror,165073.51666666666
2016,Horror,160197.05
2010,Horror,143600.48333333334
2011,Horror,130564.66666666667
2012,Horror,79549.55
2007,Horror,44692.71666666667
1999,Horror,10450.116666666667
2005,Horror,5765.733333333334
2001,Horror,4695.983333333334
1998,Horror,1601.05
2006,Horror,1572.2833333333333
2000,Horror,1454.45
1995,Horror,1290.6666666666667
2002,Horror,1268.4499999999998
1997,Horror,1109.4
1994,Horror,1102.7666666666667
2003,Horror,1029.6
1996,Horror,494.4166666666667
1993,Horror,52.61666666666667
2010,Horses,648427.4833333333
2015,Horses,136261.76666666666
2011,Horses,43935.53333333333
2016,Horses,3367.8166666666666
2007,Horses,1016.6833333333334
2014,Horses,11.55
2012,Hunting,200963.75
2014,Hunting,53830.35
2010,Hunting,24399.783333333333
2016,Hunting,5962.099999999999
2015,Hunting,2843.8
2007,Hunting,60.46666666666667
2015,Illuminati,549798.65
2016,Illuminati,29375.233333333334
2017,Illuminati,27656.5
2014,Illuminati,12005.083333333334
2011,Illuminati,6821.766666666666
2010,Illuminati,2694.7
2004,Illuminati,668.6833333333333
2013,Illuminati,570.2166666666667
1994,Illuminati,166.1
2009,Illuminati,93.01666666666667
2012,Illuminati,8.016666666666667
2007,Illuminati,0.0666666666666665
2006,Indie,7364517.1
2011,Indie,2549960.7333333334
2013,Indie,1335168.9166666667
2017,Indie,838899.6166666667
2010,Indie,648427.4833333333
2015,Indie,591507.7666666666
2016,Indie,462638.48333333334
2014,Indie,425255.8
2012,Indie,331505.0833333333
2009,Indie,57496.9
2003,Indie,34997.933333333334
2008,Indie,28730.783333333333
2005,Indie,16296.816666666666
2007,Indie,15878.6
1999,Indie,10450.116666666667
2001,Indie,972.55
1997,Indie,880.8
2002,Indie,758.8833333333333
2004,Indie,513.2833333333333
1998,Indie,243.21666666666667
1988,Indie,232.7
1995,Indie,52.8
2000,Indie,50.25
2018,Indie,36.71666666666667
1996,Indie,7.549999999999999
2013,Intentionally Awkward Controls,34657.23333333333
2014,Intentionally Awkward Controls,10300.0
2015,Intentionally Awkward Controls,2703.0666666666666
2014,Interactive Fiction,14053.35
2015,Interactive Fiction,5180.716666666667
2011,Interactive Fiction,4075.616666666667
2013,Interactive Fiction,2195.55
2012,Interactive Fiction,1134.5
2016,Interactive Fiction,56.199999999999996
2017,Interactive Fiction,16.333333333333336
2013,Inventory Management,41467.916666666664
2007,Inventory Management,16271.716666666667
2011,Inventory Management,9914.333333333334
2000,Inventory Management,9431.216666666667
2008,Inventory Management,8415.15
2014,Inventory Management,7777.349999999999
1999,Inventory Management,4565.616666666667
2016,Inventory Management,112.66666666666666
2011,Investigation,34901.166666666664
2013,Investigation,1234.9166666666667
2014,Investigation,996.65
2012,Isometric,247720.0
2013,Isometric,208546.03333333333
2016,Isometric,45486.36666666667
2011,Isometric,34181.65
2014,Isometric,32247.733333333334
2009,Isometric,29174.45
2015,Isometric,23363.75
1998,Isometric,6303.133333333333
1997,Isometric,5970.583333333333
2001,Isometric,3113.9333333333334
1993,Isometric,3047.7166666666667
2010,Isometric,2082.9
1999,Isometric,1897.8
2005,Isometric,1815.2166666666667
2002,Isometric,1775.7666666666667
2006,Isometric,1572.2833333333333
2007,Isometric,954.0166666666667
1995,Isometric,830.6
2004,Isometric,457.81666666666666
2017,Isometric,310.81666666666666
2008,Isometric,192.3
2003,Isometric,77.7
2014,JRPG,125517.18333333333
2016,JRPG,45486.36666666667
2012,JRPG,32172.316666666666
2013,JRPG,24988.466666666667
2015,JRPG,13388.1
2010,JRPG,9181.016666666666
2009,JRPG,9057.966666666667
2003,JRPG,4980.85
2011,JRPG,3674.7
2005,JRPG,550.9166666666666
2012,Kickstarter,56603.36666666667
2016,Kickstarter,33993.55
2014,Kickstarter,32247.733333333334
2015,Kickstarter,23363.75
2013,Kickstarter,13123.466666666667
2017,Kickstarter,5544.083333333333
2011,Kickstarter,1279.4666666666667
2013,LEGO,48078.28333333333
2007,LEGO,15878.6
2009,LEGO,10128.333333333334
2014,LEGO,9301.433333333332
2012,LEGO,9019.583333333334
2017,LEGO,5687.5
2011,LEGO,5431.483333333334
2015,LEGO,4776.283333333333
2010,LEGO,3213.133333333333
2008,LEGO,2809.1
2016,LEGO,2291.633333333333
2013,Lara Croft,89610.66666666667
2010,Lara Croft,2082.9
2008,Lara Croft,1743.7
2007,Lara Croft,1662.4166666666667
2006,Lara Croft,1157.6
2012,Lara Croft,962.3833333333333
2014,Lara Croft,581.7
2012,Lemmings,238.4
2014,Lemmings,124.14999999999999
2010,Lemmings,24.083333333333332
2016,Lemmings,23.099999999999998
2014,Level Editor,62973.01666666666
2016,Level Editor,53728.083333333336
2010,Level Editor,40425.816666666666
2011,Level Editor,23714.85
2009,Level Editor,22462.483333333334
2008,Level Editor,19531.266666666666
2013,Level Editor,16706.216666666667
2015,Level Editor,13037.199999999999
2012,Level Editor,10037.466666666667
2007,Level Editor,1063.8666666666666
2017,Level Editor,14.600000000000001
2010,Linear,143600.48333333334
2013,Linear,125800.08333333333
2012,Linear,93214.71666666666
2009,Linear,91402.83333333333
1998,Linear,44182.433333333334
2007,Linear,40574.916666666664
2011,Linear,23392.15
2014,Linear,13917.25
2016,Linear,7869.45
2015,Linear,6396.866666666667
2001,Linear,4695.983333333334
2003,Linear,2068.516666666667
2004,Linear,217.73333333333335
2009,Local Co-Op,1686523.5999999999
2015,Local Co-Op,591507.7666666666
2011,Local Co-Op,436019.8333333333
2014,Local Co-Op,425255.8
2012,Local Co-Op,161806.66666666666
2017,Local Co-Op,107534.05
2013,Local Co-Op,86054.5
2016,Local Co-Op,53728.083333333336
2008,Local Co-Op,28730.783333333333
2010,Local Co-Op,14000.083333333334
1999,Local Co-Op,4781.633333333333
2006,Local Co-Op,1572.2833333333333
2001,Local Co-Op,972.55
2007,Local Co-Op,954.0166666666667
2002,Local Co-Op,606.0333333333333
2004,Local Co-Op,204.64999999999998
2005,Local Co-Op,185.91666666666666
2015,Local Multiplayer,591507.7666666666
2011,Local Multiplayer,246502.58333333334
2012,Local Multiplayer,161806.66666666666
2017,Local Multiplayer,107534.05
2014,Local Multiplayer,62973.01666666666
2016,Local Multiplayer,53728.083333333336
2013,Local Multiplayer,48078.28333333333
2008,Local Multiplayer,28730.783333333333
2006,Local Multiplayer,22480.983333333334
2010,Local Multiplayer,14000.083333333334
2009,Local Multiplayer,10128.333333333334
1999,Local Multiplayer,4781.633333333333
2004,Local Multiplayer,204.64999999999998
2012,Loot,1323700.3666666667
2011,Loot,246502.58333333334
2009,Loot,189701.16666666666
2014,Loot,166892.75
2017,Loot,61842.049999999996
2016,Loot,27194.333333333332
2013,Loot,22730.733333333334
2015,Loot,3964.1833333333334
2002,Loot,1531.7166666666667
2007,Loot,88.18333333333332
2012,Lore-Rich,238732.98333333334
2016,Lore-Rich,158207.95
2014,Lore-Rich,103635.15
2015,Lore-Rich,84815.73333333334
2017,Lore-Rich,225.38333333333333
2016,Lovecraftian,33993.55
2017,Lovecraftian,27656.5
2010,Lovecraftian,23648.833333333332
2015,Lovecraftian,7953.3
2011,Lovecraftian,2808.0166666666664
2007,Lovecraftian,1551.1666666666667
2009,Lovecraftian,1535.3333333333333
2012,Lovecraftian,1495.8
2014,Lovecraftian,1438.55
2013,Lovecraftian,1200.7
1995,Lovecraftian,830.6
2006,Lovecraftian,696.9166666666666
2008,Lovecraftian,143.83333333333334
2001,Lovecraftian,7.6499999999999995
2017,MMORPG,635446.1166666667
2012,MMORPG,331505.0833333333
2015,MMORPG,288898.98333333334
2011,MMORPG,285984.51666666666
2014,MMORPG,125517.18333333333
2010,MMORPG,123222.41666666666
2013,MMORPG,122774.08333333333
2003,MMORPG,94937.46666666666
2016,MMORPG,91756.93333333333
2009,MMORPG,33590.8
2008,MMORPG,1857.2
2007,MMORPG,326.68333333333334
2015,MOBA,211822.69999999998
2012,MOBA,161806.66666666666
2017,MOBA,61842.049999999996
2016,MOBA,14797.9
2014,MOBA,14672.3
2011,MOBA,8207.883333333333
2013,MOBA,1535.6499999999999
2014,Magic,125517.18333333333
2012,Magic,123577.81666666667
2013,Magic,122774.08333333333
2011,Magic,115323.83333333333
2007,Magic,85531.53333333333
2008,Magic,41229.933333333334
2009,Magic,29174.45
2002,Magic,26545.816666666666
2016,Magic,24165.45
2015,Magic,22621.63333333333
2006,Magic,7358.299999999999
2010,Magic,3213.133333333333
2003,Magic,2331.4333333333334
2017,Magic,774.7333333333333
2001,Magic,607.0
2000,Magic,257.7833333333333
2015,Management,549798.65
2013,Management,113698.7
2014,Management,66177.51666666666
2016,Management,51272.98333333333
2011,Management,47114.083333333336
2010,Management,29883.45
2003,Management,22528.666666666668
2006,Management,15064.166666666666
2004,Management,6871.766666666666
2009,Management,6327.8
2017,Management,4684.216666666666
1993,Management,3047.7166666666667
2008,Management,2907.0333333333333
2012,Management,2375.116666666667
1999,Management,1897.8
2002,Management,1775.7666666666667
1995,Management,830.6
2007,Management,652.3666666666667
2005,Management,409.8666666666667
2001,Management,33.61666666666667
1998,Management,22.55
2009,Mars,20046.0
2011,Mars,10375.35
2012,Mars,8287.983333333334
2004,Mars,3250.4166666666665
2016,Mars,2722.45
2013,Mars,1938.3166666666666
2001,Mars,1933.7166666666667
2017,Mars,1078.6833333333334
2007,Mars,209.73333333333332
2014,Mars,28.566666666666666
2006,Martial Arts,42691.45
2014,Martial Arts,13721.699999999999
2017,Martial Arts,5843.45
2007,Martial Arts,1202.9333333333334
2012,Martial Arts,497.5833333333333
2015,Martial Arts,429.0333333333333
2016,Martial Arts,321.4666666666667
2005,Martial Arts,318.4
2006,Massively Multiplayer,7364517.1
2013,Massively Multiplayer,2045447.55
2017,Massively Multiplayer,838899.6166666667
2012,Massively Multiplayer,678552.4333333333
2015,Massively Multiplayer,549798.65
2011,Massively Multiplayer,285984.51666666666
2016,Massively Multiplayer,231840.55
2010,Massively Multiplayer,222636.15
2014,Massively Multiplayer,125517.18333333333
2003,Massively Multiplayer,94937.46666666666
2009,Massively Multiplayer,33590.8
1999,Massively Multiplayer,10450.116666666667
2008,Massively Multiplayer,1683.15
2007,Massively Multiplayer,1635.2333333333331
2015,Match 3,17171.516666666666
2013,Match 3,14425.666666666666
2010,Match 3,13319.366666666667
2014,Match 3,4498.316666666667
2007,Match 3,2133.633333333333
2012,Match 3,1862.55
2011,Match 3,1560.35
2009,Match 3,1174.6666666666667
2008,Match 3,824.4666666666666
2006,Match 3,551.7333333333333
2016,Match 3,125.96666666666667
2015,Mature,981438.0166666666
2014,Mature,122103.75
2013,Mature,88825.76666666666
2011,Mature,80573.08333333333
2012,Mature,79549.55
2010,Mature,68234.21666666666
2005,Mature,52993.73333333333
2008,Mature,41229.933333333334
2003,Mature,34997.933333333334
2016,Mature,7346.466666666666
2009,Mature,5485.833333333333
2002,Mature,5050.45
1997,Mature,880.8
1996,Mature,494.4166666666667
1993,Mature,177.11666666666665
2004,Mature,135.01666666666665
2017,Mature,0.4
2012,Mechs,173426.58333333334
2013,Mechs,36226.083333333336
2015,Mechs,14831.483333333334
2014,Mechs,14720.066666666666
2011,Mechs,12048.25
2016,Mechs,2304.0833333333335
2010,Mechs,2091.4666666666667
2007,Mechs,723.1333333333333
2003,Mechs,658.4333333333333
2017,Mechs,279.26666666666665
1996,Mechs,31.966666666666665
1999,Mechs,15.616666666666667
2010,Medieval,648427.4833333333
2012,Medieval,311055.8
2013,Medieval,236545.48333333334
2014,Medieval,164287.43333333332
2007,Medieval,85531.53333333333
2015,Medieval,84815.73333333334
2006,Medieval,83949.88333333333
2011,Medieval,80573.08333333333
2004,Medieval,50131.7
2008,Medieval,41229.933333333334
2002,Medieval,26545.816666666666
2016,Medieval,8035.65
2009,Medieval,3244.3166666666666
2001,Medieval,3113.9333333333334
1998,Medieval,1601.05
2017,Medieval,1411.1166666666668
2000,Medieval,913.3166666666666
2005,Medieval,897.8666666666667
1996,Medieval,117.91666666666667
1992,Medieval,36.06666666666667
2012,Memes,1323700.3666666667
2015,Memes,264881.98333333334
2014,Memes,166892.75
2016,Memes,45486.36666666667
2010,Memes,32366.666666666668
2011,Memes,10936.133333333333
1999,Memes,10450.116666666667
2013,Memes,10310.05
2000,Memes,2615.383333333333
2008,Memes,665.5666666666666
1994,Memes,590.05
1996,Memes,278.05
2017,Memes,220.56666666666666
1993,Memes,177.11666666666665
2009,Memes,165.71666666666667
2006,Memes,25.416666666666664
2005,Memes,11.016666666666666
2001,Memes,0.1499999999999999
2012,Metroidvania,87004.56666666667
2013,Metroidvania,46910.48333333333
2010,Metroidvania,46731.61666666667
2014,Metroidvania,9823.383333333333
2015,Metroidvania,4496.583333333333
2016,Metroidvania,3108.483333333333
2011,Metroidvania,818.4166666666666
2007,Metroidvania,566.3833333333333
1999,Metroidvania,162.96666666666667
2009,Metroidvania,56.9
2017,Metroidvania,20.400000000000002
2018,Metroidvania,1.6999999999999997
2012,Military,12931978.733333332
2004,Military,1855245.1
2013,Military,1102729.7333333334
2010,Military,665186.8333333334
2000,Military,285130.9666666667
2014,Military,186695.6
2009,Military,164133.28333333333
2011,Military,152571.03333333333
2005,Military,87431.86666666667
2006,Military,83949.88333333333
2007,Military,40574.916666666664
2016,Military,38568.95
2015,Military,26264.416666666668
2003,Military,12606.25
1999,Military,12109.083333333334
2001,Military,8425.616666666667
2008,Military,3041.7166666666667
2002,Military,737.85
1998,Military,530.0
2017,Military,349.81666666666666
2016,Mini Golf,10071.416666666666
2014,Mini Golf,431.15
2006,Mini Golf,153.04999999999998
2015,Mini Golf,1.0666666666666667
2012,Minimalist,17401.38333333333
2011,Minimalist,14160.433333333332
2013,Minimalist,10901.133333333333
2016,Minimalist,5555.466666666666
2015,Minimalist,3658.983333333333
2014,Minimalist,3564.4333333333334
2010,Minimalist,3429.866666666667
2017,Minimalist,14.600000000000001
2012,Mining,3333.2666666666664
2013,Mining,3255.0333333333333
2015,Mining,2991.4
2010,Mining,1006.6166666666667
2014,Mining,16.9
2006,Mod,7364517.1
2011,Mod,130564.66666666667
2015,Mod,124785.71666666666
2014,Mod,43709.583333333336
2013,Mod,23031.35
1999,Mod,16008.733333333334
2010,Mod,10161.05
2009,Mod,6660.099999999999
2017,Mod,5036.366666666667
2008,Mod,1857.2
2005,Mod,1112.1499999999999
2016,Mod,569.75
2012,Moddable,12931978.733333332
2006,Moddable,7364517.1
2004,Moddable,1855245.1
2009,Moddable,1686523.5999999999
2010,Moddable,1353123.4833333334
2013,Moddable,1102729.7333333334
2015,Moddable,981438.0166666666
2008,Moddable,216634.36666666667
2005,Moddable,87431.86666666667
2007,Moddable,85531.53333333333
2016,Moddable,84233.78333333333
2014,Moddable,62878.98333333333
2003,Moddable,47769.85
1998,Moddable,44182.433333333334
2011,Moddable,43935.53333333333
2002,Moddable,26545.816666666666
2000,Moddable,9431.216666666667
2017,Moddable,5843.45
1999,Moddable,1299.8833333333332
1995,Moddable,1290.6666666666667
1997,Moddable,1109.4
1994,Moddable,1102.7666666666667
1996,Moddable,230.29999999999998
2010,Modern,665186.8333333334
2015,Modern,124785.71666666666
2007,Modern,40574.916666666664
2016,Modern,1834.3666666666666
2014,Modern,289.18333333333334
2015,Mouse only,16094.466666666667
2014,Mouse only,13721.699999999999
2010,Mouse only,4777.75
2013,Mouse only,2384.4333333333334
2009,Mouse only,779.8333333333334
2016,Mouse only,345.4666666666667
2015,Movie,4776.283333333333
2012,Movie,2344.5166666666664
2010,Movie,1667.4666666666667
2013,Movie,234.1
2016,Movie,12.966666666666667
2012,Multiplayer,12931978.733333332
2006,Multiplayer,7364517.1
2011,Multiplayer,2549960.7333333334
2013,Multiplayer,2045447.55
2004,Multiplayer,1855245.1
2009,Multiplayer,1686523.5999999999
2010,Multiplayer,1353123.4833333334
2015,Multiplayer,981438.0166666666
2017,Multiplayer,838899.6166666667
2016,Multiplayer,462638.48333333334
2000,Multiplayer,285130.9666666667
2008,Multiplayer,216634.36666666667
2014,Multiplayer,186695.6
2003,Multiplayer,94937.46666666666
2005,Multiplayer,87431.86666666667
1998,Multiplayer,44182.433333333334
2007,Multiplayer,42592.13333333333
1999,Multiplayer,16008.733333333334
2001,Multiplayer,8425.616666666667
2002,Multiplayer,5050.45
1995,Multiplayer,1290.6666666666667
1997,Multiplayer,1153.75
1994,Multiplayer,1102.7666666666667
1996,Multiplayer,304.65
2012,Multiple Endings,123577.81666666667
2011,Multiple Endings,80573.08333333333
2010,Multiple Endings,57892.75
2015,Multiple Endings,55063.15
2009,Multiple Endings,42397.05
2008,Multiple Endings,41229.933333333334
2005,Multiple Endings,40182.9
2013,Multiple Endings,25203.683333333334
2014,Multiple Endings,10541.016666666666
2006,Multiple Endings,7358.299999999999
1997,Multiple Endings,5970.583333333333
2007,Multiple Endings,1202.9333333333334
2016,Multiple Endings,527.1666666666666
2017,Multiple Endings,16.983333333333334
1996,Multiple Endings,0.0333333333333332
2011,Music,46543.4
2012,Music,44311.36666666667
2014,Music,33582.083333333336
2008,Music,28730.783333333333
2016,Music,21573.399999999998
2013,Music,14929.8
2003,Music,13442.183333333332
2015,Music,12942.566666666666
2010,Music,8179.633333333333
2006,Music,4399.7
2007,Music,1635.2333333333331
1990,Music,71.71666666666667
2009,Music,0.2666666666666666
2008,Music-Based Procedural Generation,28730.783333333333
2010,Music-Based Procedural Generation,8179.633333333333
2015,Music-Based Procedural Generation,7213.366666666667
2016,Music-Based Procedural Generation,1350.1499999999999
2012,Music-Based Procedural Generation,1190.6333333333332
2014,Music-Based Procedural Generation,681.2666666666667
2013,Music-Based Procedural Generation,419.06666666666666
2014,Mystery,42885.2
2011,Mystery,34901.166666666664
2015,Mystery,28282.566666666666
2013,Mystery,20862.05
2006,Mystery,17182.45
2012,Mystery,16552.266666666666
2016,Mystery,3784.483333333333
2002,Mystery,1268.4499999999998
2010,Mystery,559.3666666666667
2004,Mystery,463.8833333333333
2005,Mystery,318.95
2009,Mystery,294.3
1997,Mystery,228.28333333333333
2007,Mystery,221.89999999999998
2003,Mystery,212.41666666666669
2008,Mystery,158.18333333333334
1993,Mystery,26.78333333333333
2017,Mystery,19.083333333333332
1994,Mystery,12.7
1989,Mystery,10.116666666666665
1991,Mystery,2.7666666666666666
1996,Mystery,0.0333333333333332
2015,Mystery Dungeon,72.28333333333333
2016,Mystery Dungeon,36.15
2015,Mythology,211822.69999999998
2017,Mythology,27656.5
2012,Mythology,1342.2833333333333
2007,Mythology,1202.9333333333334
2014,Mythology,333.26666666666665
2016,Mythology,311.6666666666667
2010,Mythology,271.8666666666667
2008,Mythology,251.86666666666667
2013,Mythology,251.86666666666667
2009,Mythology,56.9
2013,NSFW,27184.8
2011,Narration,34181.65
2013,Narration,22379.283333333333
2012,Narration,16552.266666666666
2014,Narration,9468.266666666666
2015,Narration,1390.8833333333332
2016,Narration,65.03333333333333
2017,Narration,29.766666666666666
2009,Naval,164133.28333333333
2010,Naval,94389.58333333333
2013,Naval,88825.76666666666
2014,Naval,40829.55
2005,Naval,7135.016666666666
2015,Naval,6159.383333333333
2016,Naval,6125.866666666667
2012,Naval,2375.116666666667
2007,Naval,652.6833333333333
2004,Naval,617.0
1999,Naval,253.6
2008,Naval,239.41666666666669
2006,Naval,118.91666666666667
2017,Naval,113.21666666666667
2011,Naval,97.36666666666666
1997,Naval,94.35
2001,Naval,71.48333333333333
1990,Naval,0.2833333333333332
1992,Naval,0.1833333333333333
2013,Ninja,2045447.55
2000,Ninja,285130.9666666667
2012,Ninja,27497.033333333333
2014,Ninja,14720.066666666666
2017,Ninja,5843.45
2016,Ninja,4432.916666666667
2015,Ninja,2639.1333333333337
1997,Ninja,2272.866666666667
2009,Ninja,1257.9
2008,Ninja,37.266666666666666
2011,Noir,34901.166666666664
2012,Noir,34286.53333333333
2013,Noir,20862.05
2001,Noir,4695.983333333334
2014,Noir,3506.15
2003,Noir,3273.516666666667
2015,Noir,2919.3166666666666
2016,Noir,1759.8333333333333
2002,Noir,1268.4499999999998
2005,Noir,318.95
1997,Noir,90.8
1994,Noir,12.7
1989,Noir,10.116666666666665
2009,Noir,7.833333333333333
1991,Noir,2.7666666666666666
1996,Noir,0.0333333333333332
1998,Noir,0.0166666666666666
2011,Nonlinear,80573.08333333333
2013,Nonlinear,10901.133333333333
2016,Nonlinear,2968.95
2015,Nonlinear,14.716666666666667
2013,Nudity,1335168.9166666667
2011,Nudity,235459.69999999998
2015,Nudity,211822.69999999998
2012,Nudity,200963.75
2009,Nudity,105259.18333333333
2010,Nudity,68234.21666666666
2014,Nudity,55462.36666666667
2016,Nudity,45486.36666666667
2008,Nudity,41229.933333333334
2003,Nudity,3273.516666666667
1997,Nudity,2272.866666666667
2005,Nudity,1079.05
1998,Nudity,400.3
2007,Nudity,326.68333333333334
1996,Nudity,235.53333333333333
2017,Nudity,148.68333333333334
2006,Nudity,25.416666666666664
2014,Offroad,22007.166666666668
2010,Offroad,11600.7
2015,Offroad,664.55
2013,Offroad,650.6166666666667
2011,Offroad,477.59999999999997
2016,Offroad,290.25
2012,Offroad,188.01666666666668
2006,Offroad,129.46666666666667
2008,Offroad,8.216666666666667
2013,On-Rails Shooter,2375.5
2014,On-Rails Shooter,253.54999999999998
2015,On-Rails Shooter,178.95
2016,On-Rails Shooter,151.38333333333333
2011,On-Rails Shooter,22.23333333333333
2008,On-Rails Shooter,14.116666666666669
2006,On-Rails Shooter,5.066666666666666
1993,On-Rails Shooter,1.05
2012,Online Co-Op,12931978.733333332
2006,Online Co-Op,7364517.1
2011,Online Co-Op,2549960.7333333334
2013,Online Co-Op,2045447.55
2009,Online Co-Op,1686523.5999999999
2015,Online Co-Op,591507.7666666666
2008,Online Co-Op,216634.36666666667
2014,Online Co-Op,186695.6
2016,Online Co-Op,160197.05
2010,Online Co-Op,143600.48333333334
2017,Online Co-Op,107534.05
2004,Online Co-Op,41152.183333333334
1999,Online Co-Op,16008.733333333334
2005,Online Co-Op,3136.383333333333
1994,Online Co-Op,1102.7666666666667
2007,Online Co-Op,1063.8666666666666
1996,Online Co-Op,230.29999999999998
2011,Open World,2549960.7333333334
2013,Open World,1335168.9166666667
2012,Open World,1323700.3666666667
2015,Open World,981438.0166666666
2017,Open World,838899.6166666667
2010,Open World,665186.8333333334
2016,Open World,462638.48333333334
2009,Open World,189701.16666666666
2014,Open World,166892.75
2003,Open World,94937.46666666666
2005,Open World,87431.86666666667
2007,Open World,85531.53333333333
2008,Open World,56573.7
2004,Open World,41152.183333333334
2002,Open World,26545.816666666666
2006,Open World,22480.983333333334
1998,Open World,6303.133333333333
1997,Open World,5970.583333333333
2001,Open World,1423.6333333333332
1999,Open World,233.08333333333334
1993,Open World,163.73333333333332
1992,Open World,36.06666666666667
2000,Open World,16.68333333333333
1989,Open World,10.116666666666665
2014,Otome,1524.3
2012,Otome,881.5833333333334
2015,Otome,584.9999999999999
2013,Otome,489.73333333333335
2011,Otome,298.06666666666666
2016,Otome,225.91666666666666
2010,Otome,111.06666666666666
2008,Otome,70.73333333333333
2013,Parkour,2045447.55
2015,Parkour,217421.43333333332
2014,Parkour,103635.15
2012,Parkour,65733.86666666667
2016,Parkour,53728.083333333336
2010,Parkour,52990.933333333334
2009,Parkour,47558.5
2006,Parkour,42691.45
2011,Parkour,37819.833333333336
2008,Parkour,14542.783333333333
2017,Parkour,5843.45
2007,Parkour,1662.4166666666667
2003,Parkour,1044.7166666666667
2004,Parkour,664.1
2005,Parkour,507.59999999999997
2013,Parody,207792.88333333333
2012,Parody,13740.983333333334
2004,Parody,6871.766666666666
2014,Parody,5531.766666666667
2011,Parody,2808.0166666666664
2015,Parody,1401.0166666666667
2010,Parody,971.6833333333333
2005,Parody,790.35
2008,Parody,248.81666666666666
2016,Parody,77.2
2017,Parody,19.083333333333332
2010,Party-Based RPG,57892.75
2003,Party-Based RPG,47769.85
2009,Party-Based RPG,42397.05
2005,Party-Based RPG,40182.9
2013,Party-Based RPG,24988.466666666667
2015,Party-Based RPG,23363.75
2012,Party-Based RPG,10037.466666666667
2014,Party-Based RPG,5371.066666666667
2016,Party-Based RPG,2100.35
2002,Party-Based RPG,1531.7166666666667
2007,Party-Based RPG,1202.9333333333334
2011,Party-Based RPG,1047.1333333333332
2001,Party-Based RPG,363.5
2017,Party-Based RPG,310.81666666666666
2012,Perma Death,331505.0833333333
2011,Perma Death,270164.56666666665
2013,Perma Death,86054.5
2016,Perma Death,84233.78333333333
2015,Perma Death,31449.433333333334
2014,Perma Death,20822.85
2009,Perma Death,5485.833333333333
2006,Perma Death,2938.6
2017,Perma Death,1411.1166666666668
1995,Perma Death,380.26666666666665
2005,Perma Death,142.63333333333333
2010,Philisophical,24265.333333333332
2014,Philisophical,10541.016666666666
2016,Philisophical,2968.95
2007,Philisophical,566.3833333333333
2012,Philisophical,188.84999999999997
2015,Philisophical,33.63333333333333
2014,Photo Editing,834.8333333333334
2016,Photo Editing,629.3
2007,Photo Editing,184.29999999999998
2012,Photo Editing,44.63333333333333
2015,Photo Editing,7.016666666666667
2006,Photo Editing,2.8833333333333333
2006,Physics,7364517.1
2015,Physics,258499.06666666665
2010,Physics,222636.15
2004,Physics,178657.8
2007,Physics,86267.4
2014,Physics,62878.98333333333
2013,Physics,34657.23333333333
2012,Physics,21344.116666666665
2009,Physics,20046.0
2011,Physics,14160.433333333332
2016,Physics,10071.416666666666
2017,Physics,8248.35
1999,Physics,4781.633333333333
2008,Physics,4251.233333333334
2005,Physics,134.13333333333333
2013,Pinball,3342.05
2015,Pinball,292.5833333333333
2011,Pinball,202.06666666666666
2012,Pinball,167.65
2014,Pinball,137.43333333333334
2009,Pinball,56.73333333333333
2016,Pinball,9.1
2013,Pirates,88825.76666666666
2015,Pirates,55336.9
2011,Pirates,17869.466666666667
2010,Pirates,10161.05
2005,Pirates,7135.016666666666
2016,Pirates,6125.866666666667
2012,Pirates,4684.316666666667
2009,Pirates,2132.9666666666667
2014,Pirates,1539.25
2004,Pirates,617.0
2007,Pirates,564.85
2017,Pirates,113.21666666666667
2002,Pirates,35.5
1987,Pirates,3.916666666666666
2011,Pixel Graphics,2549960.7333333334
2016,Pixel Graphics,462638.48333333334
2014,Pixel Graphics,425255.8
