genres,app_name,price,item_id,developer,año
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Civil Aviation Camouflage Pack,3.99,730480,JetCat Games,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Law Enforcement Camouflage Pack,3.99,730500,JetCat Games,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Czech & Slovak Air Force Camouflage Pack,3.99,726700,JetCat Games,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Exclusive Camouflage Pack,3.99,729760,JetCat Games,2017
"['Action', 'Platformer']",DevWill,0.99,702270,Paulo A. M. Villalva,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Soundtrack and Goodies,0.99,730350,JetCat Games,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",Rebons: Original Soundtrack,0.99,723700,Star Legion,2017
"['Action', 'RPG']",猎人物语,3.99,695650,洋葱头科技,2017
"['Action', 'Strategy', 'Sci-fi', 'Puzzle', 'Physics', 'Science', 'Singleplayer', 'Sexual Content', 'FPS']",ReSizE,8.99,634150,Compot,2017
"['Education', 'Utilities']",Palm Reading Premium,5.99,724460,Crazysoft Limited,2016
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Yerah,19.99,717380,DigitalWolfByte,2017
"['Casual', 'Indie', 'Strategy']",玄龙棋MysteriesDragonChess,10.99,700490,wei,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Light Apprentice Soundtrack,4.99,728980,Amazu Media,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Mighty Action RPG,0.99,722940,Dexion Games,2017
"['Action', 'Casual', 'Indie']",Devour them all,0.99,722240,Dexion Games,2017
['Simulation'],Train Simulator: GWR Large Prairies Steam Loco Add-On,19.99,562398,Victory Works,2017
['Simulation'],Train Simulator: The Alaska Railroad: Anchorage - Seward Route Add-On,39.99,376944,Trains &amp; Drivers,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",A Dream For Aaron,7.99,709140,Vidas Salavejus,2017
"['Casual', 'Indie', 'Strategy']",Bacon Tales - Between Pigs and Wolves,3.99,508200,Uruca Game Studio,2017
"['Indie', 'Simulation', 'Audio Production', 'Early Access', 'Music', 'Sandbox', 'Experimental', 'Space', 'Action']",Aurrery,5.99,673730,Mark France,2017
"['Action', 'Indie']",Live,3.99,696060,empty assembly,2017
"['Action', 'Adventure', 'Horror', 'Survival Horror', 'Violent', 'Psychological Horror', 'Open World', 'Story Rich', 'Gore', 'Atmospheric', 'Third-Person Shooter', 'Third Person', 'Stealth', 'Singleplayer', 'Survival', 'Great Soundtrack', 'Zombies', 'Shooter', 'Dark', 'Puzzle']",The Evil Within 2,59.99,601430,Tango Gameworks,2017
"['Simulation', 'Strategy', 'Turn-Based Strategy', 'Wargame', 'Rome', 'Turn-Based Tactics', 'Tactical', 'Turn-Based', 'Historical', 'Singleplayer', 'War', 'Replay Value', 'Level Editor', 'Multiplayer', 'Turn-Based Combat', 'Asynchronous Multiplayer']",Field of Glory II,29.99,660160,Byzantine Games,2017
"['Adventure', 'Indie', 'Great Soundtrack']",Rocks and Rockets Soundtrack,0.99,730340,Unknown Hero,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access', 'Management', 'Hardware', 'Grand Strategy']",Computer Tycoon,9.99,686680,Progorion,2017
"['Casual', 'Indie', 'Massively Multiplayer', 'Early Access']",Monopolka,0.99,699680,Koker_007,2017
"['Casual', 'Indie', 'Aliens', 'Comedy', 'Dark Humor']",PooSky,1.99,715840,"CSM,Excellente23",2017
"['Casual', 'Indie']","PooSky -  Artbook ""Great statements by Capitain Pooper""",0.99,725420,"CSM,Excellente23",2017
"['Casual', 'Free to Play', 'Indie', 'Atmospheric', 'Design & Illustration', 'Colorful', 'Relaxing', 'Open World']",I was here - Bonus Wallpapers,0.0,731540,Okinawa Sunrise,2017
"['Casual', 'Indie']",Sound Soarer,4.99,729130,Bjarki Arge Andreasen,2017
"['Indie', 'Horror', 'Historical']",B A S E M E N T,3.99,722010,Golden Bear's GAMEWORKS,2017
"['Indie', 'RPG', 'Strategy', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG']",Fantasy Grounds - Southlands Heroes (5E),14.99,732200,"SmiteWorks USA, LLC",2017
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Animation & Modeling', 'Design & Illustration']",imos LOFT,0.0,714270,"imos AG,MOS Consult",2017
"['Adventure', 'RPG', 'Strategy', 'Turn-Based', 'Board Game', 'Singleplayer', 'Turn-Based Strategy', 'Indie', 'Dungeon Crawler']",Tales from Candlekeep: Tomb of Annihilation,15.99,663380,BKOM Studios,2017
"['Action', 'Adventure', 'Indie', 'Platformer', 'Metroidvania', 'Exploration', 'Retro']",Nakawak,2.99,716150,Anxious Neck Games,2017
['Indie'],Flute Master - Play 6,2.99,723770,Classplash,2017
"['Strategy', 'Board Game']",Brass,9.99,677650,Cublo,2017
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Strategy']",Undead,0.99,714050,DOT Entertainment,2017
"['Casual', 'Indie', 'Racing', 'Simulation']",UNDERGROUND CLUB 2018,7.99,710640,IHS,2017
"['Action', 'Indie', 'Female Protagonist', 'Memes', 'Cute', 'Difficult', 'Singleplayer', 'Comedy', 'Funny', 'Anime']",Vitamin Girl,9.99,718910,ANDORE,2017
"['Adventure', 'Horror']",Sylvio 2,14.99,686500,Stroboskop,2017
"['Casual', 'Indie']",Vampires! - Wallpapers & OST,0.99,731220,For Kids,2017
"['Action', ""Shoot 'Em Up"", 'Bullet Hell', 'Arcade', 'Shooter']",Raiden V: Director's Cut | 雷電 V Director's Cut | 雷電V:導演剪輯版,34.99,570050,"Moss Co., Ltd.",2017
"['Action', 'Indie']",Going Astray,4.99,715430,Slayers' Stronghold Studios,2017
"['Casual', 'Indie']",Magic matchstick,0.99,718660,Anime squad,2017
['Casual'],Jam Studio VR - Disney Phineas and Ferb Bundle,4.99,730070,"Beamz Interactive, Inc.",2017
['Action'],C2H6O,1.99,714350,ILLUMICORP,2017
['Indie'],Insert Paper,4.99,661490,Startreming,2017
"['Adventure', 'Indie', 'Platformer', '2D', 'Side Scroller', 'Cute', 'Great Soundtrack', 'Atmospheric', 'Drama', 'Aliens', 'Point & Click', 'Historical', 'Metroidvania', 'Controller']",Where Are My Friends?,7.99,721350,Beard Games Studio,2017
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® – Fast & Furious™ '99 Nissan Skyline GT-R R34,1.99,675290,"Psyonix, Inc.",2017
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® – Fast & Furious™ '70 Dodge® Charger R/T,1.99,675280,"Psyonix, Inc.",2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Difficult', 'Singleplayer', 'Minimalist', 'Platformer', 'Fast-Paced']",Time Up,1.99,714280,Grid Game,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monster #7: Inner Planes (PFRPG),7.99,731780,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Treasury of the City (PFRPG),5.99,732170,"SmiteWorks USA, LLC",2017
"['Indie', 'Racing', 'Sports']",Premier Buggy Racing Tour,4.99,716600,JDRumble,2017
"['Action', 'Female Protagonist', 'Singleplayer', 'Adventure', 'Side Scroller', 'Cute', 'Anime']",ELE BLAZE,3.99,719370,Pixel Guy,2017
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Nudity', 'Turn-Based']",Dragon Glory,0.0,673940,TeamTop Games,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Escape from here,2.99,722220,Dexion Games,2017
['Simulation'],Take Off - The Flight Simulator,6.99,657470,Jujubee S.A.,2017
"['Casual', 'Indie', 'Strategy', 'Puzzle', '2D']",DiamondFalls,4.99,718840,GraphXGames,2017
"['Casual', 'Indie', 'Difficult', 'Platformer', '2D', 'Singleplayer', 'Puzzle-Platformer', 'Puzzle', 'Atmospheric', 'Great Soundtrack', 'Colorful', 'Physics']",Bitcoin Collector: Spinners Attack,0.99,722020,Blender Games,2017
['Photo Editing'],PhotoZoom Classic 6,49.99,583860,Ben Vista Ltd.,2017
"['Action', 'Sexual Content', 'Parkour', 'Funny', 'Memes']",Salty Fish Go!,0.99,656090,ZuoBuLaiGame,2017
"['Casual', 'Indie', 'Racing']",Rotatorix,2.99,716130,NeuralSoft,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access', 'Platformer', 'Pixel Graphics', 'Dungeon Crawler', 'Rogue-lite', 'Rogue-like', '2D', 'Arcade', 'Controller', 'Procedural Generation', 'Loot', 'Difficult', 'Comedy', 'Funny', 'Singleplayer', 'Retro']",Princess.Loot.Pixel.Again x2,4.99,718090,IndieMax,2017
"['Casual', 'Puzzle', 'Family Friendly', 'Singleplayer', 'Indie', 'Funny']",iHUGU,4.99,703050,Kool2Play Sp. z o.o.,2017
"['Action', 'Casual', 'Indie']",Cybercube,2.99,656880,Just1337 Studio,2017
"['Adventure', 'Indie']",unWorded,3.99,687900,Bento Studio,2017
"['Indie', 'RPG', 'RPGMaker']",Machine Made: Rebirth,4.99,485390,Proteus Studios,2017
"['Casual', 'Indie', 'Strategy', 'Zombies', 'Trading Card Game', 'Puzzle', 'Board Game', 'Match 3']",Zombie Solitaire 2 Chapter 2,6.99,623170,rokaplay,2017
"['Action', 'Adventure', 'Indie', 'Strategy']",Captain vs Sky Pirates,2.99,722340,Boogygames Studios,2017
"['Casual', 'Indie']",OVO Smash!,5.99,719130,in Principle Games,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy', 'Psychological Horror', 'Memes']",Fidget Spinner Editor,0.99,715370,Myarcadegames Studios,2017
"['Adventure', 'Casual', 'Indie']",Maze Trials,4.99,704660,JB,2017
"['Casual', 'Indie', 'Simulation', 'Local Multiplayer', 'Multiplayer', 'Funny', 'Family Friendly']",Pigeon Fight,4.99,520370,OnionMilk,2017
"['Action', 'Adventure', 'RPG', 'Violent', 'Gore']",Middle-earth™: Shadow of War™ 4K Cinematic Pack,0.0,666840,Monolith Productions,2017
"['Action', 'Adventure', 'RPG', 'Gore', 'Violent']",Middle-earth™: Shadow of War™ High Resolution Texture Pack,0.0,561950,"Monolith Productions, Inc.",2017
"['Action', 'Adventure', 'RPG', 'Open World', 'Violent', 'Fantasy', 'Singleplayer', 'Gore', 'Third Person', 'Stealth', 'War', 'Story Rich', 'Action RPG', 'Atmospheric', 'Dark Fantasy', 'Strategy', 'Hack and Slash', 'Magic', 'Great Soundtrack', 'Medieval']",Middle-earth™: Shadow of War™,59.99,356190,Monolith Productions,2017
"['Action', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access', 'Multiplayer', 'VR']",Incline,0.0,668170,Homewreckers Studio,2017
"['Action', 'Adventure', 'RPG', 'Violent', 'Gore', 'Gambling']",Middle-earth™: Shadow of War™ Starter Bundle,2.99,629580,Monolith Productions,2017
"['Action', 'Adventure', 'RPG', 'Gambling', 'Violent', 'Gore']",Middle-earth™: Shadow of War™ Expansion Pass,39.99,716270,Monolith Productions,2017
"['Casual', 'Simulation', 'Early Access']",Banana Town,39.99,722540,Joseph MacDonald,2017
['Casual'],Rainbow Snake,0.99,717950,"38,9_Degrees",2017
['Casual'],Free Bowling 3D,0.99,719610,"38,9_Degrees",2017
"['Adventure', 'Casual', 'Match 3']",Bestseller: Curse of the Golden Owl,9.99,591090,ECC GAMES SP. Z O.O.,2017
"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Great Soundtrack', 'Anime', 'Shooter', 'Female Protagonist']",弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,9.99,665270,SlimeSmile,2017
['Action'],HELI-COMMANDO 2017,3.99,679030,RF,2017
"['Adventure', 'Casual', 'Indie', 'Simulation']",Caveman Alive,1.99,720470,Vyacheslav Shilikhin,2017
"['Adventure', 'Text-Based', 'Interactive Fiction', 'Funny', 'Comedy', 'Singleplayer']",Thaumistry: In Charm's Way,14.99,532980,Bobbates LLC.,2017
"['Action', 'Indie', 'Platformer', '2D', 'Difficult']",DungeonGOGO,0.99,700610,David Sof,2017
"['Adventure', 'Indie', 'Early Access']",Through Blocks,2.99,698610,Kirill Kupryakhin,2017
"['Action', 'Indie', 'Early Access', 'Multiplayer', 'Medieval', 'Ninja', 'Third Person', 'PvP', 'Swordplay', 'War', 'Great Soundtrack', 'Class-Based', 'Team-Based', 'Stylized', 'Fighting', 'Colorful', 'Hack and Slash', 'Assassin', 'Anime', 'Tactical']",Hanako: Honor & Blade,9.99,349510,"+Mpact Games, LLC.",2017
"['Adventure', 'Indie', 'Point & Click', 'Singleplayer']",Onironauta,1.99,712610,PianoB Studio,2017
"['Action', 'Adventure', 'Indie', 'Dark Humor', 'Memes', 'Anime', 'FPS', 'Story Rich', 'Singleplayer', 'First-Person', 'Visual Novel', 'Female Protagonist', 'Funny', 'Arcade', 'Arena Shooter', 'Shooter', 'Experimental', 'Villain Protagonist', 'Fantasy', 'Difficult']",Fallen Times,3.99,712810,DaFu Studio,2017
"['Casual', 'Indie', 'Strategy']","""TWO DRAW""",0.99,720840,Semen Rodin,2017
"['Action', 'Adventure', 'Indie', 'Walking Simulator']",Forgotten Land,0.99,685990,Donbass Games,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Card Game', 'Mythology', 'Turn-Based Strategy', 'Turn-Based Tactics']",Storms of Shambhala,9.99,686580,Corwin Peters,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Duel Survival,1.99,711460,Tech Warrior-Dylan Dugan,2017
"['Action', 'Indie']",Hyper Void,9.99,568060,IN|Framez Technology Corp.,2017
"['Action', 'Indie', 'RPG', 'Strategy', '2D', 'Anime', 'Tower Defense', 'Female Protagonist', 'Singleplayer', 'Rogue-lite', 'Fast-Paced', 'Survival', 'Resource Management', 'Rogue-like', 'Difficult']",Winged Sakura: Endless Dream,19.99,339250,WINGED SAKURA GAMES,2017
"['Racing', 'Simulation', 'Sports']",Automobilista - Brazilian Touring Car Classics,5.99,724720,Reiza Studios,2017
"['Casual', 'Indie', 'Simulation', 'Pinball']",Pinball Deluxe: Reloaded,7.99,678310,Made of Bits,2017
"['Action', 'Indie', 'RPG', 'Strategy']",Winged Sakura: Endless Dream - Art Collection,4.99,721880,WINGED SAKURA GAMES,2017
"['Action', 'Indie', 'RPG', 'Strategy']",Winged Sakura: Endless Dream - Soundtrack,1.99,721870,WINGED SAKURA GAMES,2017
"['Action', 'Indie', 'Comedy', 'FMV', 'Quick-Time Events', 'Casual', 'First-Person', 'Horror', 'Nudity']",Press X to Not Die,2.99,402330,All Seeing Eye Games,2017
"['Adventure', 'Casual', 'Indie']",A Matter of Murder - More Wallpapers,0.0,727400,Worthing &amp; Moncrieff,2017
"['Utilities', 'Video Production']",CyberLink PowerDirector 16 Ultra,99.99,679560,CyberLink,2017
"['Casual', 'Indie', 'Strategy']",Slide!!,2.99,664190,Red Chain Games Ltd.,2017
"['Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Design & Illustration']",CyberLink PhotoDirector 9 Deluxe,59.99,679540,CyberLink,2017
['Video Production'],CyberLink PowerDirector 16 Ultimate,129.99,679570,CyberLink,2017
"['Indie', 'Strategy']",Don't Panic!,1.99,720000,"V34D4R,Yolick",2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access', 'Fast-Paced']",Mr. Barrel,1.99,713380,Fürst,2017
"['Adventure', 'Indie', 'Sci-fi', 'Exploration', 'Walking Simulator', 'Space', 'Singleplayer', 'Open World', 'Science', 'First-Person', 'Simulation', 'Story Rich', 'Third Person', 'Atmospheric', 'Puzzle', 'Action', 'Education', 'Psychological', 'Aliens', 'Surreal']",CAT Interstellar,4.99,384740,Ionized Games,2017
"['Action', 'Adventure', 'RPGMaker', 'Zombies', 'Point & Click']",Room 42,1.99,711480,Akumu Games,2017
"['Casual', 'Match 3']",Legend of Egypt - Pharaohs Garden,9.99,715320,magnussoft,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access', 'Trains', 'Management', 'Building', 'Economy']",Mashinky,24.99,598960,Jan Zelený,2017
"['Casual', 'Indie']",Farkle Friends,7.99,709590,Jason Crosby,2017
['Simulation'],F-5E: Aggressors Air Combat Maneuver Campaign,9.99,685080,Maple Flag,2017
['Strategy'],Civil War: 1864,9.99,699860,HexWar Games,2017
"['Action', 'RPG', 'Strategy', 'Early Access']",Blasted Road Terror,4.99,603330,Tryzna83,2017
"['Adventure', 'Indie', 'RPGMaker', 'Story Rich', 'Space', 'Sci-fi', 'Family Friendly', 'Female Protagonist', '2D', 'RPG', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Point & Click', 'JRPG']",Space Pilgrim Academy,1.99,694370,Pilgrim Adventures,2017
"['Adventure', 'Casual', 'Hidden Object']",Haunted Manor: Queen of Death Collector's Edition,12.99,723950,Top Evidence Studio,2017
"['Adventure', 'Indie']",Water Planet - Original Soundtrack,0.0,701690,The Revera Corporation,2017
"['Indie', 'Strategy', 'Platformer']",Disparity,0.99,715460,tamationgames,2017
"['Casual', 'Indie', 'Simulation', 'Relaxing', 'Great Soundtrack']",The Botanist,6.99,694790,Jamo Games,2017
"['Action', 'Adventure', 'Free to Play', 'Indie']",ProjectFiles,0.0,693760,Ionized Games,2017
"['Casual', 'Indie']",Orb Flo,0.99,674360,Parrott Studios,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Grizzbot Assembly 2,0.99,719460,Crankies Smartworks,2017
"['Adventure', '3D Platformer']",Splat the Blob,0.0,701900,Simple Blue,2017
"['Casual', 'Indie', 'Visual Novel', 'Anime', 'Memes', 'Comedy', 'Singleplayer', 'Cute', 'Multiple Endings', 'Family Friendly', 'Romance', 'Great Soundtrack', 'Dating Sim', 'Adventure', 'Funny', 'Choices Matter', 'Story Rich', 'First-Person', 'Short']",Jake's Love Story,4.99,699080,Mikołaj Spychał,2017
"['Indie', 'RPG', 'Strategy', 'Sandbox', 'Story Rich', 'Utilities', 'Online Co-Op', 'Software', 'Party-Based RPG', 'Fantasy', 'Turn-Based']",Fantasy Grounds - D&D The Tortle Package,9.99,727080,"SmiteWorks USA, LLC",2017
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Loot Collection: Mahjong,1.99,718350,Myarcadegames Studios,2017
"['Action', 'Indie', 'Strategy']",Alien Hallway 2,9.99,656450,Sigma Team Inc.,2017
"['Adventure', 'Indie', 'Walking Simulator', 'First-Person', 'Story Rich', 'Psychological', 'Atmospheric', 'Philisophical', 'Visual Novel', 'Horror', 'Puzzle']",Inmates,9.99,634120,Davit Andreasyan,2017
['Simulation'],Flight Sim World: Big Bear City Airport Add-On,24.99,630917,Turbulent Designs,2017
"['Casual', 'Indie', 'Strategy']",A New World: Kingdoms,9.99,628650,Red Phoenix Studios,2017
"['Adventure', 'Casual', 'Indie']",WarMages,0.99,661080,EHTechnology,2017
"['Indie', 'Strategy', 'Hex Grid', 'Board Game', 'Multiplayer', 'Classic', 'Asynchronous Multiplayer', 'Local Multiplayer']",Ogre,24.99,517780,Auroch Digital,2017
"['Adventure', 'Indie']",Bear With Me - Episode Three,4.99,698250,Exordium Games,2017
"['Indie', 'RPG', 'Female Protagonist', 'RPGMaker']",Beyond the Sunset 斜阳下的彼岸,1.99,713260,凝冰剑斩,2017
"['Action', 'RPG', 'Simulation', 'Strategy', 'Space', 'Open World', 'Indie']",Starpoint Gemini Warlords: Cycle of Warfare,9.99,715920,Little Green Men Games,2017
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Doodle God Blitz - The Rise of Egypt DLC,2.99,726660,JoyBits Ltd.,2017
"['Indie', 'RPG', 'Strategy', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Turn-Based Tactics', 'Fantasy', 'Tactical', 'Tactical RPG']",Beastmancer,13.99,562250,Autarca,2017
"['Adventure', 'Casual', 'Indie', 'Education', 'Singleplayer', 'Family Friendly', 'Atmospheric', 'Puzzle', 'Great Soundtrack', 'Replay Value', 'Memes', 'Relaxing', 'Mystery', 'Arcade', 'Stylized', 'Design & Illustration', 'Colorful']",I was here,4.99,707960,Okinawa Sunrise,2017
"['Action', 'Indie']",JASEM: OST,2.99,727630,Stas Shostak,2017
"['Action', 'Indie', 'Strategy']",Raw Data - OST,9.99,730210,Survios,2017
"['Adventure', 'Indie', 'Platformer', '2D']",Randomizator,2.99,661620,MetamorphoGames,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access', 'Pixel Graphics']",Regions Of Ruin,16.99,680360,Vox,2018
"['Action', 'Indie', 'Strategy']",Awesomenauts - The Ringmaster (Announcer),3.99,399837,Ronimo Games,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Token Pack 96: Orcs (Token Pack),4.99,728060,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Token Pack 94: Deitys & Devils 2 (Token Pack),4.99,727940,"SmiteWorks USA, LLC",2017
['Simulation'],Train Simulator: Hidaka Main Line: Tomakomai - Hidaka-Mombetsu Route Add-On,19.99,621925,Union Workshop,2017
"['Adventure', 'Indie', 'Difficult', 'Puzzle', 'Great Soundtrack', 'Singleplayer', 'Silent Protagonist', 'Atmospheric', 'Arcade', 'Physics', 'Music', 'Puzzle-Platformer', 'Relaxing', 'Colorful']",Rocks and Rockets,0.99,715470,"Metal Fox,Nullysun Studio",2017
"['Casual', 'Indie', 'Simulation', 'Early Access', 'Level Editor', 'Puzzle', 'Building', 'Physics', 'Sandbox', 'Funny']",Carried Away,8.99,638000,Huge Calf Studios,2017
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Multiplayer', 'Arcade', 'Local Co-Op', 'Singleplayer', 'Violent', 'Local Multiplayer', 'Sports', '4 Player Local', 'Third Person', 'Funny', 'Rogue-like', 'Shooter', 'Gore', 'Kickstarter', 'Open World']",Road Redemption,16.06,300380,"Pixel Dash Studios, EQgames",2017
"['Adventure', 'Indie', 'Cute', 'Platformer']",Nimble Bunn,0.99,717450,Brzezinski,2017
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access', 'MMORPG']",Antaria Online,1.99,679270,"Antaria, LLC",2017
['Sports'],NBA Playgrounds - Hot ’N Frosty,9.99,596760,Saber Interactive,2017
"['Action', 'Indie', 'Early Access', 'Arena Shooter']",BattleCore Arena,11.99,689570,Cosmic Ray Studio,2017
"['Action', 'Adventure', 'Indie', 'Strategy']",Space Ship Commander,1.99,713340,Silver Dog Games,2017
"['Adventure', 'Casual', 'Hidden Object']",Dangerous Games: Illusionist Collector's Edition,12.99,723920,Blam! Games,2017
"['RPG', 'Indie', 'Story Rich', 'Steampunk', 'Post-apocalyptic', 'Alternate History', 'Adventure', 'Strategy']",EMPYRE: Lords of the Sea Gates,29.99,696810,Coin Operated Games,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Token Pack 93: Hybrids 2 (Token Pack),4.99,727890,"SmiteWorks USA, LLC",2017
"['Action', 'Adventure', 'Indie', 'Pixel Graphics', 'Metroidvania', '2D', 'Retro', 'Platformer']",Omega Strike,12.99,680340,Woblyware,2017
"['Adventure', 'Casual', 'Visual Novel', 'Anime', 'Puzzle', 'Colorful', 'Great Soundtrack', 'Story Rich', 'Funny', 'Mystery', 'Pirates', 'Swordplay', 'Naval', 'Sailing']",Captain Firebeard and the Bay of Crows,5.99,722760,Sapphire Dragon Productions,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Token Pack 95: Humanoid Monsters 2 (Token Pack),4.99,728000,"SmiteWorks USA, LLC",2017
"['Adventure', 'Casual']",Captain Firebeard and the Bay of Crows OST and DC,1.99,722770,Sapphire Dragon Productions,2017
"['Action', 'Indie', 'Strategy']",Orbit Defender,0.99,661380,Frostflake Studios,2017
"['Indie', 'RPG', 'Turn-Based Combat', 'Singleplayer', 'JRPG', 'Atmospheric', 'Crowdfunded', 'Fantasy', 'Great Soundtrack', 'Dungeon Crawler', 'Comic Book']",Battle Chasers: Nightwar,4.68,451020,Airship Syndicate,2017
['Action'],Tom Clancy's Rainbow Six® Siege - Jäger Covert Set,7.99,709170,Ubisoft Montreal,2017
"['Casual', 'Indie', 'Strategy', 'Early Access', 'Card Game', 'Vampire', 'PvP']",VEmpire - The Kings of Darkness,13.99,619230,Wolfgang Lueger,2017
['Utilities'],VR Toolbox: Cartoon Forest Props DLC,1.99,720930,MyDream Interactive Inc.,2017
"['Action', 'Casual', 'Indie', 'Puzzle', 'Platformer', 'Local Co-Op', 'Cartoon', 'Hand-drawn', 'Colorful', 'Difficult', 'Puzzle-Platformer', 'Cute', 'Co-op', 'Local Multiplayer', 'Multiplayer', 'Relaxing', 'Building']",Building Block Heroes,9.99,695560,Aggroblakh,2017
"['Adventure', 'Indie']",The Fall of Lazarus: Welcome Aboard,6.99,726140,No Wand Studios,2017
['Indie'],Quantum Wizard,9.99,660980,Bad Gravity,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze 2 - Unlock All Levels,0.99,714320,GamersHype Productions,2017
"['Indie', 'RPG', 'RPGMaker']",Mari and the Black Tower,4.99,706350,Joshua Keith,2017
['Casual'],Animalia - The Quiz Game,1.99,716190,Marcos Rocha,2017
['Casual'],Animalia The Quiz Game - Soundtrack,0.99,720170,Marcos Rocha,2017
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",Road Redemption: Origins of Road Redemption Video,9.99,727440,"Pixel Dash Studios, EQ",2017
"['Adventure', 'Indie', 'Multiple Endings', 'Story Rich', 'Replay Value', 'Singleplayer', 'Dystopian', 'Political', 'Choices Matter', 'Simulation', '2D', 'Politics', 'Short', 'Point & Click', 'Puzzle', 'Pixel Graphics', 'Atmospheric', 'Casual', 'Funny', 'Violent']",HEADLINER,2.99,680980,Unbound Creations,2017
"['Action', 'Indie', 'Strategy', 'World War II', 'RTS', 'Wargame', 'Multiplayer', 'War', 'Massively Multiplayer']",Divided We Fall,12.99,495580,KAVA Game Studio,2017
"['Casual', 'Indie', 'Puzzle', 'Hidden Object']",Reverie,1.99,708850,Chronicle Games,2017
"['Action', 'Adventure', 'Indie', 'Early Access']",PIXEL ZUMBI,5.99,608630,Amilton Neves,2017
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Majestic Trials,12.99,638060,Alpha Strike Games Limited,2017
"['Action', 'Indie', 'Physics', 'Arcade', 'Singleplayer']",Starzine,14.99,701890,Intersect Games,2017
"['Casual', 'Indie']",Rhombs,0.99,717900,Striped Rocket,2017
"['Adventure', 'Indie']",Campus Notes - forget me not. OST,0.0,691520,4th cluster,2017
"['Adventure', 'Indie']",Campus Notes - forget me not. OST FLAC ver.,0.0,711510,4th cluster,2017
"['Casual', 'Indie', 'RPG', 'Strategy', 'Singleplayer', 'Adventure', 'Fantasy', 'Crafting', 'Medieval', 'Rogue-like', 'Story Rich', 'Historical']",Hero Rush: Mad King,4.99,702190,Hamsters Gaming,2017
"['Action', 'Casual', 'Simulation', 'Sports', 'Strategy']",RUTM 2017 - Season 2017/18 Update,8.99,723800,Alternative Software Ltd,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Mission: Wolf,0.99,718360,Dexion Games,2017
"['Casual', 'Indie', 'Strategy']",Tic Tac Toe LOUNGE,0.99,709550,piximo interactive,2017
"['Casual', 'Indie']",Casual Spider Solitaire,5.99,722810,Fair Games,2017
