user_id,posted,item_id,recommend,sentiment_analysis
Zombies_Guardian,"Posted February 15, 2014.",49520,True,2
Zombies_Guardian,Posted January 9.,8870,True,2
76561198074367577,"Posted September 19, 2014.",293900,True,2
PogChampFace,"Posted November 10, 2013.",570,True,2
PogChampFace,Posted March 24.,429680,True,1
PogChampFace,"Posted June 15, 2015.",289090,True,1
PogChampFace,"Posted August 5, 2014.",243450,True,1
PogChampFace,"Posted February 21, 2015.",335240,True,2
76561198065795972,"Posted December 4, 2014.",8930,True,1
lteecsgo,"Posted September 21, 2014.",730,True,2
taku_88,"Posted November 9, 2015.",323450,True,1
taku_88,"Posted March 31, 2015.",353360,True,1
aussource,"Posted December 15, 2013.",24240,True,1
aussource,"Posted February 18, 2014.",47890,True,2
aussource,"Posted September 28, 2014.",216250,True,1
darkroblox92,"Posted July 23, 2015.",72850,True,2
darkroblox92,"Posted June 17, 2015.",570,False,2
76561198091807832,"Posted April 11, 2014.",271290,True,1
76561198091807832,"Posted November 18, 2014.",250420,True,2
76561198091807832,"Posted October 23, 2014.",440,True,1
arttab001,Posted January 3.,271590,True,2
76561198079246056,"Posted August 27, 2015.",440,True,1
76561198089220459,"Posted October 1, 2015.",301520,True,2
76561198089220459,"Posted January 4, 2015.",730,True,1
76561197989691928,"Posted March 18, 2014.",240,True,2
76561198015461883,"Posted June 10, 2015.",312530,True,2
76561198015461883,"Posted November 19, 2015.",252950,True,2
76561198015461883,"Posted November 22, 2014.",239350,True,1
76561198015461883,"Posted July 14, 2014.",238320,False,0
76561198015461883,"Posted March 19, 2014.",233150,True,0
76561198015461883,"Posted July 14, 2013.",220200,True,2
76561198049968398,"Posted January 15, 2014.",219640,True,2
New_World_Order,"Posted December 6, 2014.",319510,True,1
76561198089930824,"Posted October 19, 2015.",570,True,2
aman98,"Posted July 3, 2015.",10,True,2
76561198052164759,"Posted December 8, 2014.",730,True,2
paolopascual,Posted May 9.,331600,True,0
paolopascual,Posted April 13.,362890,True,1
paolopascual,"Posted March 15, 2015.",206210,True,1
paolopascual,"Posted December 25, 2013.",550,True,1
basedfroggo,"Posted July 21, 2014.",236430,True,1
basedfroggo,"Posted July 26, 2015.",247080,True,0
basedfroggo,"Posted September 13, 2014.",247240,True,1
basedfroggo,"Posted June 17, 2013.",72850,True,1
TooLateGamer,"Posted June 7, 2015.",245170,True,2
pearce,"Posted March 28, 2015.",310890,True,2
pearce,"Posted December 2, 2014.",294860,True,2
redfaction38,Posted April 7.,4920,True,1
redfaction38,Posted May 28.,219640,True,2
76561198084842871,"Posted December 23, 2014.",9480,True,2
76561198084842871,"Posted January 1, 2015.",440,True,0
76561198084842871,"Posted December 12, 2014.",332800,True,0
76561198084842871,"Posted November 3, 2014.",319510,True,2
76561198084842871,"Posted August 24, 2014.",221100,True,2
76561198084842871,"Posted September 13, 2013.",620,True,2
76561198058002184,"Posted March 31, 2015.",202090,True,2
76561198058002184,"Posted February 6, 2012.",440,True,1
Sangy,"Posted January 9, 2014.",252490,True,2
76561198091266752,"Posted January 1, 2014.",440,True,1
76561198091266752,Posted August 5.,280790,True,1
76561198091266752,Posted July 21.,252950,True,1
76561198091266752,Posted July 8.,570,True,2
76561198045264326,"Posted January 3, 2014.",440,True,1
76561198045264326,"Posted January 30, 2014.",34330,True,2
lawyerknife,"Posted April 9, 2014.",570,True,1
zBoot,"Posted December 11, 2013.",570,True,1
GMExcell,"Posted December 29, 2015.",8870,True,1
GMExcell,"Posted February 17, 2014.",250600,True,1
GMExcell,"Posted February 16, 2014.",440,True,2
mint56,"Posted June 23, 2014.",440,True,1
76561198087940080,Posted June 7.,35450,True,1
76561198087940080,Posted February 27.,234140,True,1
bugppptly,"Posted May 13, 2014.",440,True,1
76561198063466406,"Posted April 29, 2014.",244850,True,2
76561198063466406,"Posted February 16, 2014.",34330,True,1
76561198063466406,"Posted June 11, 2012.",48700,True,1
MalaysiaxGermany,"Posted February 7, 2014.",440,True,1
MalaysiaxGermany,"Posted February 25, 2014.",222880,True,0
sirgeneral,"Posted July 26, 2012.",440,True,2
76561198071308026,"Posted December 6, 2014.",2400,True,1
76561198064778508,"Posted April 7, 2015.",236390,True,2
76561198064778508,"Posted April 21, 2014.",220200,True,2
76561198064778508,"Posted June 29, 2014.",235800,True,2
RJ6100,Posted February 27.,20500,True,1
RJ6100,"Posted August 16, 2015.",363970,True,2
76561198067714968,"Posted September 11, 2014.",240,True,1
76561198086374701,Posted September 4.,273110,True,2
76561198054027518,"Posted July 16, 2014.",49520,True,1
happy-day,"Posted October 29, 2014.",630,True,2
happy-day,"Posted September 19, 2014.",440,True,2
happy-day,"Posted October 18, 2013.",206210,True,2
happy-day,"Posted August 30, 2013.",207230,True,2
76561198067543101,"Posted September 5, 2015.",570,True,2
DXLfore,"Posted October 26, 2014.",203160,True,1
DXLfore,"Posted October 26, 2014.",70,True,0
DXLfore,"Posted October 26, 2014.",620,True,1
DXLfore,"Posted November 30, 2013.",35140,True,1
76561198063093134,"Posted February 16, 2015.",224260,False,2
76561198063093134,"Posted February 10, 2015.",313340,True,1
csgonido,"Posted July 25, 2015.",307780,True,2
Razimo,"Posted August 30, 2014.",238960,True,1
123joshua321,"Posted May 13, 2015.",34900,True,1
12_gauge_org,"Posted October 16, 2015.",400842,True,1
12_gauge_org,Posted May 7.,359550,True,1
12_gauge_org,Posted April 6.,271590,True,1
n0thingirl_smurf,"Posted December 23, 2015.",730,False,0
1337_K_REW,"Posted May 27, 2014.",233250,True,1
1337_K_REW,"Posted August 1, 2015.",730,True,2
76561198085294887,Posted May 1.,730,True,1
76561198051961590,"Posted July 12, 2014.",304930,True,2
76561198051961590,"Posted December 10, 2013.",8930,True,1
76561198051961590,"Posted December 5, 2013.",4000,True,2
felipespy,"Posted October 9, 2014.",730,True,2
novaelite12,"Posted May 26, 2014.",730,True,2
MK011,"Posted October 31, 2015.",383080,True,1
1epicninja,"Posted December 26, 2014.",730,True,1
1epicninja,"Posted December 23, 2015.",620,True,1
1epicninja,"Posted December 15, 2015.",271590,True,1
1epicninja,"Posted December 23, 2015.",107410,True,2
1epicninja,Posted June 25.,240,True,2
76561198110272369,"Posted May 1, 2014.",570,True,1
76561198019231133,Posted April 9.,397060,False,2
76561198019231133,"Posted August 11, 2015.",380600,False,1
incubussteam,"Posted October 21, 2015.",218620,False,1
incubussteam,"Posted March 16, 2014.",22380,True,1
76561198077853581,"Posted July 23, 2014.",304930,False,1
76561198160316683,Posted June 26.,290080,True,2
76561198160316683,"Posted November 8, 2015.",271590,True,2
76561198160316683,"Posted January 26, 2015.",4000,True,2
bhim_a_saurus,Posted May 30.,730,False,1
bhim_a_saurus,"Posted August 7, 2015.",235600,True,2
bhim_a_saurus,"Posted January 1, 2015.",261640,False,1
bhim_a_saurus,"Posted December 26, 2013.",203160,True,2
bhim_a_saurus,"Posted November 30, 2013.",72850,True,1
bhim_a_saurus,"Posted November 30, 2013.",70300,True,2
bhim_a_saurus,"Posted November 30, 2013.",105600,True,1
bhim_a_saurus,"Posted March 14, 2015.",319510,True,0
cypher_1,"Posted May 17, 2013.",730,True,2
GameBrak,"Posted February 13, 2014.",72850,True,1
GameBrak,"Posted January 16, 2014.",24200,True,1
76561198077576855,"Posted June 20, 2014.",440,True,1
76561198027354973,"Posted August 15, 2015.",226700,False,1
senhorrenao,"Posted May 26, 2013.",440,True,1
inxayers,"Posted January 8, 2014.",1840,True,2
DMbug,"Posted November 17, 2014.",440,True,2
sanicissped,"Posted June 13, 2015.",315430,True,2
sanicissped,"Posted July 10, 2015.",304050,True,2
sanicissped,"Posted June 26, 2015.",17570,True,1
sanicissped,"Posted October 20, 2015.",218230,False,2
sanicissped,"Posted June 14, 2015.",326990,True,2
sanicissped,"Posted October 12, 2015.",630,True,1
sanicissped,"Posted September 2, 2014.",301520,False,2
76561198037160160,Posted January 15.,239030,True,2
76561198037160160,Posted January 15.,233450,True,2
sprinter2002,"Posted November 4, 2015.",730,True,2
adobeflash,"Posted October 14, 2014.",4000,True,1
adobeflash,"Posted July 31, 2014.",730,True,1
adobeflash,"Posted October 14, 2014.",212680,True,1
adobeflash,"Posted October 14, 2014.",304930,True,2
adobeflash,"Posted October 14, 2014.",570,True,1
32bitmaximus,Posted September 2.,365300,True,2
76561198075628702,"Posted May 30, 2015.",374570,True,1
76561198075628702,"Posted December 30, 2014.",238460,True,1
76561198075628702,"Posted September 11, 2014.",570,True,1
76561198100337291,"Posted October 11, 2015.",227940,True,2
3teGZ_Rorschach,"Posted March 25, 2015.",6000,True,2
3teGZ_Rorschach,"Posted July 2, 2014.",48700,True,0
3teGZ_Rorschach,"Posted May 29, 2014.",34330,True,2
3teGZ_Rorschach,"Posted January 14, 2014.",214950,True,2
3teGZ_Rorschach,"Posted January 26, 2013.",34030,True,2
3teGZ_Rorschach,"Posted December 17, 2014.",327280,True,2
3teGZ_Rorschach,"Posted June 29, 2015.",208650,True,2
3th3,"Posted November 13, 2014.",312150,True,2
3th3,Posted February 4.,353130,True,2
3th3,Posted May 23.,214420,False,1
3th3,Posted May 4.,440,True,1
3th3,Posted April 10.,224260,True,0
3th3,Posted March 30.,250900,True,1
3th3,Posted March 12.,286100,True,2
3th3,"Posted August 3, 2015.",385770,True,2
3th3,"Posted April 23, 2015.",310790,True,2
Psycotic,"Posted August 18, 2015.",218230,True,2
Psycotic,"Posted February 18, 2014.",4000,True,1
Psycotic,"Posted June 1, 2014.",730,True,1
Psycotic,Posted January 10.,360940,True,1
suphawit,"Posted October 5, 2015.",218620,True,1
suphawit,Posted July 10.,730,True,1
suphawit,"Posted October 15, 2015.",219640,True,1
4043RROR,"Posted November 12, 2014.",220,True,2
4043RROR,Posted April 23.,730,True,2
76561198063714964,"Posted October 21, 2015.",304930,True,2
76561198063714964,"Posted August 26, 2015.",440,True,2
76561198063714964,"Posted October 14, 2012.",99900,True,1
Dazzle_Ace,Posted January 27.,730,True,1
Dazzle_Ace,Posted June 5.,226320,True,1
Dazzle_Ace,Posted June 19.,220240,True,1
76561198063000695,"Posted June 17, 2015.",96100,True,1
4nti-y0u,"Posted July 9, 2015.",335300,True,1
4nti-y0u,"Posted June 17, 2015.",322330,True,1
h0dAyUm,"Posted March 13, 2014.",218230,True,2
h0dAyUm,"Posted December 27, 2013.",15620,True,2
51centcorn,"Posted December 18, 2014.",70620,True,1
51centcorn,"Posted December 17, 2014.",248860,True,0
51centcorn,"Posted November 7, 2014.",257170,True,1
51centcorn,"Posted July 11, 2015.",221380,True,1
51centcorn,"Posted January 2, 2015.",230410,True,1
51centcorn,"Posted December 18, 2014.",226700,False,1
76561198079298522,"Posted January 7, 2015.",252490,True,1
76561198079298522,"Posted May 11, 2014.",4000,True,0
76561198079298522,"Posted August 31, 2015.",252950,True,2
76561198079298522,"Posted January 7, 2015.",301520,True,1
76561198079298522,"Posted January 7, 2015.",313340,True,2
76561198079298522,"Posted January 7, 2015.",209080,True,2
76561198079298522,"Posted January 7, 2015.",339120,True,2
76561198079298522,"Posted January 7, 2015.",42910,True,2
76561198079298522,"Posted January 7, 2015.",221910,True,2
76561198066301304,"Posted August 12, 2014.",302380,True,2
76561198066301304,"Posted December 29, 2013.",22380,True,2
L4M1NAS,Posted August 15.,227940,True,2
L4M1NAS,Posted March 25.,437220,True,2
L4M1NAS,"Posted March 5, 2015.",221100,True,2
vyyyy,"Posted November 2, 2014.",550,True,2
1850172512752815,Posted March 5.,4000,True,1
ughineedanurl,"Posted February 10, 2015.",334230,True,0
76561198060777210,"Posted February 14, 2014.",256330,False,2
5LuG,"Posted July 9, 2014.",570,True,1
5yearoldrexrex111,"Posted January 2, 2012.",400,True,2
76561198009239788,"Posted January 27, 2014.",91600,True,2
aamonrai132,"Posted August 25, 2014.",240,True,1
aamonrai132,"Posted August 25, 2014.",730,True,2
aamonrai132,"Posted August 20, 2014.",304930,True,2
aamonrai132,"Posted February 21, 2014.",440,True,2
654986416581986168165,"Posted November 8, 2015.",730,True,1
76561198051758183,"Posted January 21, 2014.",105600,True,1
76561198081016729,"Posted June 15, 2015.",730,True,2
dontbanirelia,"Posted January 2, 2015.",99900,True,2
dontbanirelia,Posted May 13.,105600,False,1
7Kira,"Posted June 22, 2013.",4000,True,1
uncleden,"Posted January 21, 2015.",222880,True,1
76561198011303167,"Posted October 14, 2015.",221100,False,1
76561198011303167,Posted September 3.,395180,False,0
76561198011303167,"Posted October 27, 2015.",17080,True,1
76561198011303167,"Posted September 22, 2015.",217920,False,2
76561198011303167,"Posted November 2, 2015.",244850,True,2
76561198011303167,"Posted September 28, 2015.",326480,True,1
76561198045884541,"Posted August 17, 2015.",315860,True,2
76561198045884541,Posted August 30.,389870,False,2
76561198045884541,"Posted March 22, 2014.",245550,True,2
76561198045884541,"Posted July 23, 2014.",227700,True,2
76561198045884541,"Posted July 20, 2015.",236110,True,2
76561198045884541,Posted July 18.,310950,False,0
76561198045884541,Posted January 20.,281200,False,1
crapmingo,"Posted February 13, 2014.",570,True,1
crapmingo,"Posted December 13, 2015.",730,True,1
crapmingo,"Posted April 30, 2014.",440,True,0
76561198057118231,"Posted July 4, 2014.",47810,True,2
76561198066689974,"Posted January 6, 2015.",730,True,1
hhaz,"Posted February 13, 2015.",211420,False,0
hhaz,"Posted March 14, 2015.",241930,True,2
76561198057772341,"Posted June 20, 2012.",440,True,2
stickmasterghost,"Posted December 18, 2014.",1840,True,1
stickmasterghost,"Posted October 26, 2014.",305070,True,1
r34d_4nd_w33p,Posted April 18.,359550,True,0
r34d_4nd_w33p,"Posted August 17, 2013.",570,True,2
76561198081727587,"Posted April 8, 2014.",730,True,2
JZeeba,"Posted September 21, 2014.",319510,True,1
JZeeba,"Posted June 10, 2014.",245170,False,1
Block14,"Posted January 25, 2015.",301520,True,2
Block14,"Posted January 20, 2014.",440,True,2
Ionator,"Posted July 15, 2015.",304050,False,1
Ionator,"Posted July 15, 2015.",304050,False,1
remmbo,Posted January 16.,317400,True,1
Lolicon_Banzai,"Posted August 4, 2015.",222880,True,1
Lolicon_Banzai,"Posted March 27, 2014.",10090,True,2
Lolicon_Banzai,"Posted February 7, 2014.",10180,True,1
Lolicon_Banzai,"Posted October 15, 2015.",6060,True,1
Lolicon_Banzai,"Posted December 18, 2013.",236390,True,2
Lolicon_Banzai,"Posted January 16, 2014.",231430,True,2
Lolicon_Banzai,"Posted March 22, 2014.",570,True,1
Lolicon_Banzai,"Posted December 19, 2013.",224260,True,1
KyoukoNaegi,"Posted December 21, 2013.",113200,True,2
KyoukoNaegi,"Posted October 20, 2014.",570,True,0
KyoukoNaegi,"Posted December 21, 2013.",209160,False,1
KyoukoNaegi,"Posted December 21, 2013.",8870,True,2
76561197987617385,"Posted November 18, 2014.",298110,True,2
76561198065448240,"Posted December 19, 2015.",304050,False,1
76561198084679366,"Posted November 2, 2014.",20920,True,1
76561198080291959,"Posted December 11, 2015.",377160,True,2
76561198080291959,"Posted April 2, 2015.",105600,True,2
76561198080382782,Posted September 18.,440,False,1
76561198061695892,"Posted October 19, 2014.",49520,True,2
76561198061695892,Posted June 30.,268500,True,2
Scorpionking255,"Posted March 17, 2015.",218620,True,2
Scorpionking255,"Posted May 21, 2014.",550,True,1
Scorpionking255,"Posted May 21, 2014.",286080,True,1
Scorpionking255,"Posted May 21, 2014.",570,True,2
Scorpionking255,"Posted May 21, 2014.",4000,True,1
Scorpionking255,"Posted January 9, 2014.",200510,True,1
Scorpionking255,"Posted December 26, 2013.",440,True,2
Scorpionking255,"Posted December 26, 2013.",230410,True,1
76561198035146378,"Posted December 5, 2013.",1250,True,1
xxevildoctorxx,"Posted November 28, 2013.",550,True,1
xxevildoctorxx,"Posted October 16, 2015.",218620,True,2
xxevildoctorxx,"Posted April 1, 2015.",242680,True,2
76561198061435005,"Posted December 12, 2015.",391570,True,1
76561198271751334,Posted August 20.,440,True,2
76561198044297571,"Posted March 27, 2014.",208090,True,2
76561198001699914,"Posted August 16, 2013.",10,True,1
76561198096433372,"Posted June 7, 2014.",440,True,2
76561198184605614,Posted June 7.,730,True,2
InSAnE7331,Posted February 22.,306460,True,2
InSAnE7331,Posted February 22.,304930,True,2
InSAnE7331,"Posted December 5, 2015.",107410,True,0
InSAnE7331,"Posted June 18, 2015.",218620,True,2
KentuckyFriedSpy,Posted June 26.,21090,True,2
KentuckyFriedSpy,"Posted December 21, 2015.",428880,True,2
KentuckyFriedSpy,Posted June 28.,346110,False,2
KentuckyFriedSpy,"Posted December 2, 2015.",730,False,1
KentuckyFriedSpy,Posted June 25.,473850,True,2
KentuckyFriedSpy,"Posted December 3, 2014.",305620,True,2
KentuckyFriedSpy,Posted February 13.,232090,True,1
KentuckyFriedSpy,"Posted December 21, 2014.",311340,True,2
KentuckyFriedSpy,Posted August 23.,300760,True,2
76561198020829624,"Posted December 17, 2015.",253710,True,2
K33mstar,"Posted November 11, 2014.",319510,False,2
K33mstar,"Posted November 23, 2014.",226560,True,1
K33mstar,"Posted July 19, 2014.",307990,True,2
K33mstar,"Posted November 13, 2014.",240,True,1
K33mstar,"Posted November 11, 2014.",8190,True,1
K33mstar,"Posted September 3, 2014.",48000,True,2
76561198120526129,"Posted June 6, 2014.",4000,True,2
76561198120526129,"Posted January 24, 2015.",302830,True,2
76561198120526129,Posted February 5.,225840,True,2
76561198120526129,"Posted May 24, 2015.",232090,True,2
portal00,"Posted January 20, 2015.",4000,True,2
76561198216102928,Posted February 21.,252490,True,2
76561198216102928,Posted August 29.,107410,True,2
76561198081575756,"Posted February 7, 2014.",440,True,1
Koreanpony,"Posted November 26, 2013.",570,True,1
Koreanpony,"Posted January 10, 2014.",113400,True,1
Koreanpony,Posted July 15.,417990,False,1
Koreanpony,"Posted October 11, 2015.",440,True,1
Koreanpony,"Posted March 14, 2015.",730,False,1
Koreanpony,"Posted February 22, 2015.",332800,True,1
Koreanpony,"Posted May 31, 2014.",1840,True,1
Koreanpony,"Posted January 6, 2014.",238320,True,1
Ci3lPhant0mhive,"Posted August 14, 2015.",39140,True,2
Ci3lPhant0mhive,"Posted April 20, 2015.",361630,True,2
Ci3lPhant0mhive,"Posted January 20, 2015.",306830,True,1
Ci3lPhant0mhive,"Posted May 26, 2014.",211820,True,2
Ci3lPhant0mhive,"Posted April 16, 2014.",105600,True,2
cjbustuup,"Posted March 9, 2015.",730,True,2
76561198118542277,"Posted January 5, 2014.",252490,True,1
76561198089434180,"Posted January 2, 2015.",4000,True,2
76561198089434180,Posted June 28.,19680,True,1
coopbeck,"Posted April 23, 2014.",440,True,2
76561198149931569,"Posted February 8, 2015.",219640,False,1
76561198102196927,"Posted October 20, 2015.",218620,False,0
ACaesarSalad,"Posted June 22, 2015.",339800,True,1
ACaesarSalad,"Posted May 25, 2014.",39000,True,1
rylo20340,"Posted October 26, 2013.",238960,True,2
rylo20340,"Posted December 9, 2013.",234330,False,0
rylo20340,"Posted July 14, 2014.",50300,True,2
GenoCross,"Posted April 12, 2014.",230410,True,2
GenoCross,"Posted December 27, 2011.",440,True,1
sibalnoma,"Posted June 9, 2014.",221100,True,2
sibalnoma,"Posted August 12, 2014.",730,True,1
sibalnoma,"Posted July 1, 2014.",34330,True,0
sibalnoma,"Posted February 18, 2014.",224580,True,1
Darklimit20,Posted July 1.,428550,True,1
Darklimit20,Posted July 4.,406150,True,2
76561198072346569,"Posted April 14, 2015.",32770,True,2
76561198072346569,"Posted May 6, 2014.",205100,True,0
76561198081117752,"Posted January 14, 2014.",221640,True,2
cumtasteslikejelley,Posted March 28.,224540,False,0
cumtasteslikejelley,"Posted August 11, 2014.",570,True,1
cumtasteslikejelley,"Posted November 27, 2013.",113400,False,2
cumtasteslikejelley,"Posted April 18, 2015.",306130,True,2
cumtasteslikejelley,"Posted January 5, 2014.",221100,True,0
cumtasteslikejelley,"Posted November 27, 2013.",4000,True,2
cumtasteslikejelley,"Posted November 27, 2013.",224260,True,2
76561198041952670,"Posted June 1, 2014.",230410,True,2
mlggote,"Posted January 18, 2015.",730,True,2
76561198048638445,"Posted February 25, 2014.",211820,True,2
purpledragonfun,"Posted May 23, 2015.",209100,False,0
purpledragonfun,"Posted September 24, 2014.",248630,True,2
purpledragonfun,"Posted January 18, 2013.",21090,True,0
purpledragonfun,"Posted January 18, 2013.",300,True,2
purpledragonfun,"Posted May 23, 2015.",209100,False,0
purpledragonfun,"Posted September 24, 2014.",248630,True,2
purpledragonfun,"Posted January 18, 2013.",21090,True,0
purpledragonfun,"Posted January 18, 2013.",300,True,2
76561198090921255,"Posted December 31, 2013.",550,True,1
76561198090921255,"Posted September 11, 2015.",730,True,1
76561198090921255,"Posted March 23, 2015.",35450,True,1
76561198090921255,"Posted April 19, 2014.",243870,False,1
76561197968496988,"Posted May 9, 2014.",8870,True,2
76561198024064617,"Posted June 24, 2015.",248570,True,2
westy38,Posted August 15.,246580,True,2
westy38,"Posted July 30, 2015.",236390,True,0
westy38,"Posted September 3, 2015.",399520,True,0
westy38,"Posted July 9, 2015.",72850,True,2
westy38,"Posted January 31, 2014.",203140,True,2
76561198096479122,"Posted March 13, 2014.",570,True,2
thisrandomguy,Posted February 4.,270880,True,2
thisrandomguy,"Posted November 6, 2015.",227300,True,2
thisrandomguy,"Posted November 29, 2013.",440,True,2
76561198073078642,"Posted July 1, 2015.",346900,True,2
76561198073078642,"Posted January 15, 2015.",322330,True,2
76561198073078642,"Posted October 2, 2014.",219740,True,2
76561198077253824,Posted July 21.,312720,True,1
76561198077253824,Posted July 26.,440,True,1
76561198077253824,Posted February 26.,427520,True,2
76561198077253824,Posted August 18.,233450,True,1
76561198077253824,"Posted November 14, 2014.",97330,True,1
76561198077253824,"Posted December 30, 2015.",4760,True,1
76561198077253824,"Posted December 25, 2015.",220200,True,1
76561198077253824,"Posted June 16, 2015.",247020,True,1
76561198082168552,"Posted February 16, 2014.",200210,True,1
76561198082168552,Posted March 24.,440,True,2
76561198082168552,"Posted July 2, 2015.",204360,True,2
furryfoxes,"Posted December 7, 2014.",233450,True,0
furryfoxes,"Posted November 23, 2013.",1250,True,0
76561198063951820,"Posted October 27, 2014.",4000,True,1
76561198063951820,"Posted October 23, 2014.",224480,True,2
76561198063951820,"Posted July 16, 2014.",263060,True,1
76561198063951820,"Posted September 26, 2015.",388090,True,0
76561198063951820,"Posted September 18, 2015.",220,True,1
76561198063951820,"Posted September 5, 2015.",200260,True,2
76561198063951820,"Posted February 15, 2015.",245470,True,1
76561198063951820,"Posted February 15, 2015.",332800,True,1
76561198063951820,"Posted June 30, 2014.",212680,True,2
76561198063951820,"Posted March 21, 2014.",219740,True,2
03092002,"Posted December 26, 2013.",440,True,2
76561198061249863,"Posted June 22, 2014.",234670,True,2
allthistimewasted,"Posted January 20, 2014.",206440,True,2
allthistimewasted,"Posted December 30, 2013.",211820,True,1
allthistimewasted,"Posted December 2, 2013.",224260,True,0
76561198055334207,"Posted December 25, 2013.",4000,True,1
Tomatoman007,Posted June 25.,433950,True,2
Tomatoman007,"Posted December 1, 2014.",730,True,2
Tomatoman007,Posted May 14.,251570,True,1
Tomatoman007,Posted June 18.,255710,True,2
Tomatoman007,Posted June 23.,225420,False,0
Tomatoman007,Posted March 27.,440,True,2
Tomatoman007,"Posted May 19, 2015.",268750,True,2
Papillon26,"Posted September 16, 2015.",730,False,0
76561198060615265,"Posted April 8, 2014.",8190,True,0
76561198060615265,"Posted July 13, 2013.",219640,True,2
76561198060615265,"Posted April 23, 2013.",17390,True,2
76561198060615265,"Posted March 5, 2013.",440,True,1
76561198060615265,"Posted December 29, 2012.",105600,True,1
76561198050728013,"Posted May 23, 2014.",550,True,1
aamirrowther,"Posted November 10, 2015.",311210,True,2
76561198094410284,Posted February 9.,4000,True,2
76561198094410284,"Posted September 20, 2015.",730,True,1
76561198040128476,Posted January 19.,391540,True,2
76561198092056932,"Posted August 21, 2015.",22320,True,0
76561198092056932,"Posted December 9, 2014.",570,True,2
76561198092056932,"Posted July 5, 2015.",295550,True,2
76561198092056932,"Posted June 18, 2015.",48700,True,1
mylordbendtner,"Posted September 26, 2015.",370240,False,0
mylordbendtner,"Posted September 16, 2015.",730,True,1
mylordbendtner,"Posted October 7, 2015.",278360,True,1
76561198074937155,"Posted July 6, 2014.",222900,True,1
76561198074937155,Posted January 10.,417860,True,1
76561198074937155,"Posted February 28, 2015.",239140,True,0
76561198074937155,"Posted September 11, 2014.",72850,True,2
76561198074937155,"Posted January 18, 2014.",206420,True,1
76561198074937155,"Posted December 9, 2013.",206210,True,1
akj93,"Posted March 19, 2014.",208090,True,2
76561198072225497,"Posted December 11, 2014.",63380,False,2
76561198072225497,"Posted December 11, 2014.",55230,False,1
76561198072225497,"Posted April 9, 2015.",72850,True,1
76561198072225497,"Posted April 9, 2015.",219600,True,2
76561198072225497,"Posted December 11, 2014.",48700,False,2
76561198072225497,"Posted December 11, 2014.",202170,False,1
76561198072225497,"Posted July 7, 2014.",291480,False,1
WhiteAfrican,Posted January 22.,335300,True,0
WhiteAfrican,"Posted March 26, 2015.",730,True,1
WhiteAfrican,"Posted July 14, 2014.",227940,True,1
WhiteAfrican,"Posted October 10, 2015.",274940,True,1
WhiteAfrican,Posted January 21.,440,True,2
WhiteAfrican,"Posted July 30, 2015.",240,True,1
WhiteAfrican,"Posted July 30, 2015.",38210,True,1
WhiteAfrican,"Posted June 6, 2015.",91310,True,0
Aaeeschylus,"Posted August 28, 2015.",11610,True,2
aavid123,"Posted August 8, 2015.",113200,True,1
76561198079368052,"Posted December 11, 2013.",6060,True,2
the_abomination,"Posted December 5, 2014.",105600,True,1
the_abomination,"Posted December 25, 2013.",4000,True,2
Spacedotjaypeg,"Posted December 23, 2013.",34900,True,1
Spacedotjaypeg,"Posted December 13, 2013.",220260,True,2
Spacedotjaypeg,"Posted July 23, 2015.",239350,True,1
Spacedotjaypeg,"Posted July 8, 2015.",24740,True,1
76561197969868617,"Posted June 14, 2013.",203770,True,2
collardmemes,"Posted January 19, 2015.",440,True,2
collardmemes,"Posted September 10, 2014.",304930,True,2
collardmemes,"Posted July 15, 2014.",4000,True,2
76561198055541539,Posted January 24.,72850,True,2
76561198046343688,Posted August 31.,47810,True,1
boxcartmediccenter,Posted May 20.,630,True,2
boxcartmediccenter,"Posted July 28, 2014.",208090,False,0
09106,Posted April 8.,427520,True,2
09106,"Posted April 4, 2014.",211820,True,2
09106,Posted April 19.,227860,True,1
09106,"Posted September 3, 2015.",346900,True,1
Ace_of_Spades62,Posted June 16.,440,True,2
Acemueller007,"Posted September 8, 2014.",227940,True,2
Acemueller007,"Posted July 19, 2012.",300,True,1
76561198031487280,"Posted May 17, 2014.",219640,True,1
76561198031487280,"Posted December 18, 2013.",221100,True,2
76561198031487280,"Posted December 17, 2013.",440,True,2
aciliS,"Posted July 26, 2015.",306020,True,2
aciliS,"Posted October 20, 2015.",242680,True,1
retropixel-car95,"Posted May 21, 2015.",292030,True,2
retropixel-car95,Posted February 9.,383870,True,2
StopwatchOfficial,"Posted June 21, 2014.",43110,True,2
StopwatchOfficial,"Posted January 18, 2013.",55100,True,0
Acroxian,Posted July 11.,377140,True,2
Acroxian,"Posted November 20, 2015.",244850,True,2
Acroxian,Posted June 7.,730,True,2
Acroxian,"Posted September 6, 2014.",224260,True,2
blackkshadow98,"Posted October 29, 2015.",206420,True,1
76561198047321098,"Posted December 27, 2014.",251570,True,2
76561198089082829,Posted June 30.,105600,True,1
76561198089082829,Posted August 19.,280790,False,1
76561198042255689,Posted February 12.,383980,True,2
asoo1994,"Posted August 13, 2015.",365450,True,2
76561198093772886,"Posted March 3, 2014.",49520,True,1
76561198093772886,"Posted November 17, 2014.",109600,True,1
76561198047299195,"Posted November 23, 2015.",377160,True,2
76561198047299195,"Posted April 16, 2014.",252490,True,1
76561198047299195,"Posted April 15, 2014.",8930,True,1
